"%Rottgers, R. McKee, D, and Utschig, C, ""Temperature and salinity correction coefficients for light absorption by water in the visible to infrared spectral region"", Opt. Express, 2014";;;;;
% Data of the salinity correction coefficient for the light absorption coefficent of water, PsiS, given for a NaCl solution and artificial seawater (ASW);;;;;
"% s.d., standard deviation; NaN, not determined";;;;;
% remark: data of Fig. 8, for ASW <500 nm not reliable due to contamination problems, data combined with those calculated from reference [21], see paper for details;;;;;
wavelength (nm);wavenumber (1/cm);PsiS (1/m*L/g) NaCl;s.d. (1/m*L/g) NaCl;PsiS (1/m*L/g) ASW;s.d. (1/m*L/g) ASW
wavelength;wavenumber;PsiS;PsiS_std;PsiS_ASW;PsiS_ASW_std
8376;1193.89;NaN;NaN;-3.10E+00;NaN
8378;1193.6;NaN;NaN;-3.10E+00;NaN
8380;1193.32;NaN;NaN;-3.10E+00;NaN
8382;1193.03;NaN;NaN;-3.10E+00;NaN
8384;1192.75;NaN;NaN;-3.10E+00;NaN
8386;1192.46;NaN;NaN;-3.10E+00;NaN
8388;1192.18;NaN;NaN;-3.10E+00;NaN
8390;1191.9;NaN;NaN;-3.09E+00;NaN
8392;1191.61;NaN;NaN;-3.09E+00;NaN
8394;1191.33;NaN;NaN;-3.08E+00;NaN
8396;1191.04;NaN;NaN;-3.08E+00;NaN
8398;1190.76;NaN;NaN;-3.08E+00;NaN
8400;1190.48;NaN;NaN;-3.07E+00;NaN
8402;1190.19;NaN;NaN;-3.06E+00;NaN
8404;1189.91;NaN;NaN;-3.05E+00;NaN
8406;1189.63;NaN;NaN;-3.05E+00;NaN
8408;1189.34;NaN;NaN;-3.04E+00;NaN
8410;1189.06;NaN;NaN;-3.03E+00;NaN
8412;1188.78;NaN;NaN;-3.02E+00;NaN
8414;1188.5;NaN;NaN;-3.01E+00;NaN
8416;1188.21;NaN;NaN;-3.00E+00;NaN
8418;1187.93;NaN;NaN;-2.99E+00;NaN
8420;1187.65;NaN;NaN;-2.98E+00;NaN
8422;1187.37;NaN;NaN;-2.97E+00;NaN
8424;1187.08;NaN;NaN;-2.96E+00;NaN
8426;1186.8;NaN;NaN;-2.95E+00;NaN
8428;1186.52;NaN;NaN;-2.94E+00;NaN
8430;1186.24;NaN;NaN;-2.94E+00;NaN
8432;1185.96;NaN;NaN;-2.93E+00;NaN
8434;1185.68;NaN;NaN;-2.93E+00;NaN
8436;1185.4;NaN;NaN;-2.92E+00;NaN
8438;1185.11;NaN;NaN;-2.92E+00;NaN
8440;1184.83;NaN;NaN;-2.91E+00;NaN
8442;1184.55;NaN;NaN;-2.91E+00;NaN
8444;1184.27;NaN;NaN;-2.91E+00;NaN
8446;1183.99;NaN;NaN;-2.91E+00;NaN
8448;1183.71;NaN;NaN;-2.91E+00;NaN
8450;1183.43;NaN;NaN;-2.91E+00;NaN
8452;1183.15;NaN;NaN;-2.91E+00;NaN
8454;1182.87;NaN;NaN;-2.91E+00;NaN
8456;1182.59;NaN;NaN;-2.91E+00;NaN
8458;1182.31;NaN;NaN;-2.91E+00;NaN
8460;1182.03;NaN;NaN;-2.91E+00;NaN
8462;1181.75;NaN;NaN;-2.91E+00;NaN
8464;1181.47;NaN;NaN;-2.91E+00;NaN
8466;1181.2;NaN;NaN;-2.91E+00;NaN
8468;1180.92;NaN;NaN;-2.91E+00;NaN
8470;1180.64;NaN;NaN;-2.91E+00;NaN
8472;1180.36;NaN;NaN;-2.91E+00;NaN
8474;1180.08;NaN;NaN;-2.91E+00;NaN
8476;1179.8;NaN;NaN;-2.91E+00;NaN
8478;1179.52;NaN;NaN;-2.91E+00;NaN
8480;1179.25;NaN;NaN;-2.91E+00;NaN
8482;1178.97;NaN;NaN;-2.91E+00;NaN
8484;1178.69;NaN;NaN;-2.92E+00;NaN
8486;1178.41;NaN;NaN;-2.91E+00;NaN
8488;1178.13;NaN;NaN;-2.91E+00;NaN
8490;1177.86;NaN;NaN;-2.91E+00;NaN
8492;1177.58;NaN;NaN;-2.91E+00;NaN
8494;1177.3;NaN;NaN;-2.90E+00;NaN
8496;1177.02;NaN;NaN;-2.90E+00;NaN
8498;1176.75;NaN;NaN;-2.89E+00;NaN
8500;1176.47;NaN;NaN;-2.89E+00;NaN
8502;1176.19;NaN;NaN;-2.88E+00;NaN
8504;1175.92;NaN;NaN;-2.88E+00;NaN
8506;1175.64;NaN;NaN;-2.88E+00;NaN
8508;1175.36;NaN;NaN;-2.87E+00;NaN
8510;1175.09;NaN;NaN;-2.87E+00;NaN
8512;1174.81;NaN;NaN;-2.86E+00;NaN
8514;1174.54;NaN;NaN;-2.86E+00;NaN
8516;1174.26;NaN;NaN;-2.86E+00;NaN
8518;1173.98;NaN;NaN;-2.86E+00;NaN
8520;1173.71;NaN;NaN;-2.86E+00;NaN
8522;1173.43;NaN;NaN;-2.85E+00;NaN
8524;1173.16;NaN;NaN;-2.85E+00;NaN
8526;1172.88;NaN;NaN;-2.85E+00;NaN
8528;1172.61;NaN;NaN;-2.85E+00;NaN
8530;1172.33;NaN;NaN;-2.85E+00;NaN
8532;1172.06;NaN;NaN;-2.84E+00;NaN
8534;1171.78;NaN;NaN;-2.84E+00;NaN
8536;1171.51;NaN;NaN;-2.84E+00;NaN
8538;1171.23;NaN;NaN;-2.84E+00;NaN
8540;1170.96;NaN;NaN;-2.83E+00;NaN
8542;1170.69;NaN;NaN;-2.83E+00;NaN
8544;1170.41;NaN;NaN;-2.82E+00;NaN
8546;1170.14;NaN;NaN;-2.82E+00;NaN
8548;1169.86;NaN;NaN;-2.81E+00;NaN
8550;1169.59;NaN;NaN;-2.81E+00;NaN
8552;1169.32;NaN;NaN;-2.80E+00;NaN
8554;1169.04;NaN;NaN;-2.80E+00;NaN
8556;1168.77;NaN;NaN;-2.79E+00;NaN
8558;1168.5;NaN;NaN;-2.79E+00;NaN
8560;1168.22;NaN;NaN;-2.79E+00;NaN
8562;1167.95;NaN;NaN;-2.79E+00;NaN
8564;1167.68;NaN;NaN;-2.79E+00;NaN
8566;1167.41;NaN;NaN;-2.79E+00;NaN
8568;1167.13;NaN;NaN;-2.79E+00;NaN
8570;1166.86;NaN;NaN;-2.80E+00;NaN
8572;1166.59;NaN;NaN;-2.80E+00;NaN
8574;1166.32;NaN;NaN;-2.80E+00;NaN
8576;1166.04;NaN;NaN;-2.81E+00;NaN
8578;1165.77;NaN;NaN;-2.81E+00;NaN
8580;1165.5;NaN;NaN;-2.81E+00;NaN
8582;1165.23;NaN;NaN;-2.82E+00;NaN
8584;1164.96;NaN;NaN;-2.82E+00;NaN
8586;1164.69;NaN;NaN;-2.83E+00;NaN
8588;1164.42;NaN;NaN;-2.83E+00;NaN
8590;1164.14;NaN;NaN;-2.83E+00;NaN
8592;1163.87;NaN;NaN;-2.84E+00;NaN
8594;1163.6;NaN;NaN;-2.84E+00;NaN
8596;1163.33;NaN;NaN;-2.84E+00;NaN
8598;1163.06;NaN;NaN;-2.84E+00;NaN
8600;1162.79;NaN;NaN;-2.84E+00;NaN
8602;1162.52;NaN;NaN;-2.84E+00;NaN
8604;1162.25;NaN;NaN;-2.84E+00;NaN
8606;1161.98;NaN;NaN;-2.84E+00;NaN
8608;1161.71;NaN;NaN;-2.84E+00;NaN
8610;1161.44;NaN;NaN;-2.84E+00;NaN
8612;1161.17;NaN;NaN;-2.83E+00;NaN
8614;1160.9;NaN;NaN;-2.83E+00;NaN
8616;1160.63;NaN;NaN;-2.82E+00;NaN
8618;1160.36;NaN;NaN;-2.82E+00;NaN
8620;1160.09;NaN;NaN;-2.82E+00;NaN
8622;1159.82;NaN;NaN;-2.81E+00;NaN
8624;1159.55;NaN;NaN;-2.81E+00;NaN
8626;1159.29;NaN;NaN;-2.80E+00;NaN
8628;1159.02;NaN;NaN;-2.80E+00;NaN
8630;1158.75;NaN;NaN;-2.80E+00;NaN
8632;1158.48;NaN;NaN;-2.80E+00;NaN
8634;1158.21;NaN;NaN;-2.79E+00;NaN
8636;1157.94;NaN;NaN;-2.79E+00;NaN
8638;1157.68;NaN;NaN;-2.79E+00;NaN
8640;1157.41;NaN;NaN;-2.79E+00;NaN
8642;1157.14;NaN;NaN;-2.79E+00;NaN
8644;1156.87;NaN;NaN;-2.80E+00;NaN
8646;1156.6;NaN;NaN;-2.80E+00;NaN
8648;1156.34;NaN;NaN;-2.80E+00;NaN
8650;1156.07;NaN;NaN;-2.80E+00;NaN
8652;1155.8;NaN;NaN;-2.81E+00;NaN
8654;1155.54;NaN;NaN;-2.81E+00;NaN
8656;1155.27;NaN;NaN;-2.82E+00;NaN
8658;1155;NaN;NaN;-2.82E+00;NaN
8660;1154.73;NaN;NaN;-2.83E+00;NaN
8662;1154.47;NaN;NaN;-2.83E+00;NaN
8664;1154.2;NaN;NaN;-2.84E+00;NaN
8666;1153.93;NaN;NaN;-2.84E+00;NaN
8668;1153.67;NaN;NaN;-2.85E+00;NaN
8670;1153.4;NaN;NaN;-2.85E+00;NaN
8672;1153.14;NaN;NaN;-2.86E+00;NaN
8674;1152.87;NaN;NaN;-2.86E+00;NaN
8676;1152.6;NaN;NaN;-2.86E+00;NaN
8678;1152.34;NaN;NaN;-2.86E+00;NaN
8680;1152.07;NaN;NaN;-2.87E+00;NaN
8682;1151.81;NaN;NaN;-2.87E+00;NaN
8684;1151.54;NaN;NaN;-2.87E+00;NaN
8686;1151.28;NaN;NaN;-2.87E+00;NaN
8688;1151.01;NaN;NaN;-2.87E+00;NaN
8690;1150.75;NaN;NaN;-2.87E+00;NaN
8692;1150.48;NaN;NaN;-2.87E+00;NaN
8694;1150.22;NaN;NaN;-2.86E+00;NaN
8696;1149.95;NaN;NaN;-2.86E+00;NaN
8698;1149.69;NaN;NaN;-2.86E+00;NaN
8700;1149.43;NaN;NaN;-2.85E+00;NaN
8702;1149.16;NaN;NaN;-2.85E+00;NaN
8704;1148.9;NaN;NaN;-2.84E+00;NaN
8706;1148.63;NaN;NaN;-2.84E+00;NaN
8708;1148.37;NaN;NaN;-2.84E+00;NaN
8710;1148.11;NaN;NaN;-2.84E+00;NaN
8712;1147.84;NaN;NaN;-2.84E+00;NaN
8714;1147.58;NaN;NaN;-2.84E+00;NaN
8716;1147.32;NaN;NaN;-2.84E+00;NaN
8718;1147.05;NaN;NaN;-2.84E+00;NaN
8720;1146.79;NaN;NaN;-2.85E+00;NaN
8722;1146.53;NaN;NaN;-2.85E+00;NaN
8724;1146.26;NaN;NaN;-2.85E+00;NaN
8726;1146;NaN;NaN;-2.85E+00;NaN
8728;1145.74;NaN;NaN;-2.86E+00;NaN
8730;1145.48;NaN;NaN;-2.86E+00;NaN
8732;1145.21;NaN;NaN;-2.86E+00;NaN
8734;1144.95;NaN;NaN;-2.85E+00;NaN
8736;1144.69;NaN;NaN;-2.85E+00;NaN
8738;1144.43;NaN;NaN;-2.85E+00;NaN
8740;1144.16;NaN;NaN;-2.85E+00;NaN
8742;1143.9;NaN;NaN;-2.85E+00;NaN
8744;1143.64;NaN;NaN;-2.84E+00;NaN
8746;1143.38;NaN;NaN;-2.83E+00;NaN
8748;1143.12;NaN;NaN;-2.83E+00;NaN
8750;1142.86;NaN;NaN;-2.83E+00;NaN
8752;1142.6;NaN;NaN;-2.82E+00;NaN
8754;1142.33;NaN;NaN;-2.82E+00;NaN
8756;1142.07;NaN;NaN;-2.81E+00;NaN
8758;1141.81;NaN;NaN;-2.81E+00;NaN
8760;1141.55;NaN;NaN;-2.81E+00;NaN
8762;1141.29;NaN;NaN;-2.81E+00;NaN
8764;1141.03;NaN;NaN;-2.81E+00;NaN
8766;1140.77;NaN;NaN;-2.81E+00;NaN
8768;1140.51;NaN;NaN;-2.80E+00;NaN
8770;1140.25;NaN;NaN;-2.81E+00;NaN
8772;1139.99;NaN;NaN;-2.81E+00;NaN
8774;1139.73;NaN;NaN;-2.81E+00;NaN
8776;1139.47;NaN;NaN;-2.81E+00;NaN
8778;1139.21;NaN;NaN;-2.81E+00;NaN
8780;1138.95;NaN;NaN;-2.81E+00;NaN
8782;1138.69;NaN;NaN;-2.81E+00;NaN
8784;1138.43;NaN;NaN;-2.81E+00;NaN
8786;1138.17;NaN;NaN;-2.82E+00;NaN
8788;1137.92;NaN;NaN;-2.82E+00;NaN
8790;1137.66;NaN;NaN;-2.82E+00;NaN
8792;1137.4;NaN;NaN;-2.82E+00;NaN
8794;1137.14;NaN;NaN;-2.82E+00;NaN
8796;1136.88;NaN;NaN;-2.82E+00;NaN
8798;1136.62;NaN;NaN;-2.82E+00;NaN
8800;1136.36;NaN;NaN;-2.82E+00;NaN
8802;1136.11;NaN;NaN;-2.82E+00;NaN
8804;1135.85;NaN;NaN;-2.82E+00;NaN
8806;1135.59;NaN;NaN;-2.82E+00;NaN
8808;1135.33;NaN;NaN;-2.82E+00;NaN
8810;1135.07;NaN;NaN;-2.82E+00;NaN
8812;1134.82;NaN;NaN;-2.82E+00;NaN
8814;1134.56;NaN;NaN;-2.82E+00;NaN
8816;1134.3;NaN;NaN;-2.82E+00;NaN
8818;1134.04;NaN;NaN;-2.82E+00;NaN
8820;1133.79;NaN;NaN;-2.82E+00;NaN
8822;1133.53;NaN;NaN;-2.82E+00;NaN
8824;1133.27;NaN;NaN;-2.82E+00;NaN
8826;1133.02;NaN;NaN;-2.83E+00;NaN
8828;1132.76;NaN;NaN;-2.83E+00;NaN
8830;1132.5;NaN;NaN;-2.83E+00;NaN
8832;1132.25;NaN;NaN;-2.84E+00;NaN
8834;1131.99;NaN;NaN;-2.84E+00;NaN
8836;1131.73;NaN;NaN;-2.85E+00;NaN
8838;1131.48;NaN;NaN;-2.85E+00;NaN
8840;1131.22;NaN;NaN;-2.86E+00;NaN
8842;1130.97;NaN;NaN;-2.86E+00;NaN
8844;1130.71;NaN;NaN;-2.86E+00;NaN
8846;1130.45;NaN;NaN;-2.87E+00;NaN
8848;1130.2;NaN;NaN;-2.87E+00;NaN
8850;1129.94;NaN;NaN;-2.88E+00;NaN
8852;1129.69;NaN;NaN;-2.88E+00;NaN
8854;1129.43;NaN;NaN;-2.89E+00;NaN
8856;1129.18;NaN;NaN;-2.90E+00;NaN
8858;1128.92;NaN;NaN;-2.90E+00;NaN
8860;1128.67;NaN;NaN;-2.91E+00;NaN
8862;1128.41;NaN;NaN;-2.92E+00;NaN
8864;1128.16;NaN;NaN;-2.93E+00;NaN
8866;1127.9;NaN;NaN;-2.93E+00;NaN
8868;1127.65;NaN;NaN;-2.94E+00;NaN
8870;1127.4;NaN;NaN;-2.95E+00;NaN
8872;1127.14;NaN;NaN;-2.95E+00;NaN
8874;1126.89;NaN;NaN;-2.96E+00;NaN
8876;1126.63;NaN;NaN;-2.97E+00;NaN
8878;1126.38;NaN;NaN;-2.98E+00;NaN
8880;1126.13;NaN;NaN;-2.98E+00;NaN
8882;1125.87;NaN;NaN;-2.99E+00;NaN
8884;1125.62;NaN;NaN;-2.99E+00;NaN
8886;1125.37;NaN;NaN;-3.00E+00;NaN
8888;1125.11;NaN;NaN;-3.00E+00;NaN
8890;1124.86;NaN;NaN;-3.01E+00;NaN
8892;1124.61;NaN;NaN;-3.01E+00;NaN
8894;1124.35;NaN;NaN;-3.01E+00;NaN
8896;1124.1;NaN;NaN;-3.02E+00;NaN
8898;1123.85;NaN;NaN;-3.02E+00;NaN
8900;1123.6;NaN;NaN;-3.03E+00;NaN
8902;1123.34;NaN;NaN;-3.03E+00;NaN
8904;1123.09;NaN;NaN;-3.03E+00;NaN
8906;1122.84;NaN;NaN;-3.04E+00;NaN
8908;1122.59;NaN;NaN;-3.04E+00;NaN
8910;1122.33;NaN;NaN;-3.05E+00;NaN
8912;1122.08;NaN;NaN;-3.06E+00;NaN
8914;1121.83;NaN;NaN;-3.07E+00;NaN
8916;1121.58;NaN;NaN;-3.07E+00;NaN
8918;1121.33;NaN;NaN;-3.08E+00;NaN
8920;1121.08;NaN;NaN;-3.09E+00;NaN
8922;1120.82;NaN;NaN;-3.10E+00;NaN
8924;1120.57;NaN;NaN;-3.11E+00;NaN
8926;1120.32;NaN;NaN;-3.12E+00;NaN
8928;1120.07;NaN;NaN;-3.13E+00;NaN
8930;1119.82;NaN;NaN;-3.14E+00;NaN
8932;1119.57;NaN;NaN;-3.14E+00;NaN
8934;1119.32;NaN;NaN;-3.15E+00;NaN
8936;1119.07;NaN;NaN;-3.16E+00;NaN
8938;1118.82;NaN;NaN;-3.17E+00;NaN
8940;1118.57;NaN;NaN;-3.17E+00;NaN
8942;1118.32;NaN;NaN;-3.18E+00;NaN
8944;1118.07;NaN;NaN;-3.19E+00;NaN
8946;1117.82;NaN;NaN;-3.20E+00;NaN
8948;1117.57;NaN;NaN;-3.20E+00;NaN
8950;1117.32;NaN;NaN;-3.21E+00;NaN
8952;1117.07;NaN;NaN;-3.21E+00;NaN
8954;1116.82;NaN;NaN;-3.22E+00;NaN
8956;1116.57;NaN;NaN;-3.23E+00;NaN
8958;1116.32;NaN;NaN;-3.23E+00;NaN
8960;1116.07;NaN;NaN;-3.24E+00;NaN
8962;1115.82;NaN;NaN;-3.25E+00;NaN
8964;1115.57;NaN;NaN;-3.25E+00;NaN
8966;1115.32;NaN;NaN;-3.26E+00;NaN
8968;1115.08;NaN;NaN;-3.27E+00;NaN
8970;1114.83;NaN;NaN;-3.27E+00;NaN
8972;1114.58;NaN;NaN;-3.28E+00;NaN
8974;1114.33;NaN;NaN;-3.28E+00;NaN
8976;1114.08;NaN;NaN;-3.29E+00;NaN
8978;1113.83;NaN;NaN;-3.30E+00;NaN
8980;1113.59;NaN;NaN;-3.31E+00;NaN
8982;1113.34;NaN;NaN;-3.31E+00;NaN
8984;1113.09;NaN;NaN;-3.32E+00;NaN
8986;1112.84;NaN;NaN;-3.33E+00;NaN
8988;1112.59;NaN;NaN;-3.34E+00;NaN
8990;1112.35;NaN;NaN;-3.35E+00;NaN
8992;1112.1;NaN;NaN;-3.36E+00;NaN
8994;1111.85;NaN;NaN;-3.37E+00;NaN
8996;1111.61;NaN;NaN;-3.38E+00;NaN
8998;1111.36;NaN;NaN;-3.39E+00;NaN
9000;1111.11;NaN;NaN;-3.40E+00;NaN
9002;1110.86;NaN;NaN;-3.41E+00;NaN
9004;1110.62;NaN;NaN;-3.42E+00;NaN
9006;1110.37;NaN;NaN;-3.44E+00;NaN
9008;1110.12;NaN;NaN;-3.45E+00;NaN
9010;1109.88;NaN;NaN;-3.46E+00;NaN
9012;1109.63;NaN;NaN;-3.48E+00;NaN
9014;1109.39;NaN;NaN;-3.49E+00;NaN
9016;1109.14;NaN;NaN;-3.50E+00;NaN
9018;1108.89;NaN;NaN;-3.51E+00;NaN
9020;1108.65;NaN;NaN;-3.53E+00;NaN
9022;1108.4;NaN;NaN;-3.54E+00;NaN
9024;1108.16;NaN;NaN;-3.55E+00;NaN
9026;1107.91;NaN;NaN;-3.57E+00;NaN
9028;1107.67;NaN;NaN;-3.58E+00;NaN
9030;1107.42;NaN;NaN;-3.60E+00;NaN
9032;1107.17;NaN;NaN;-3.61E+00;NaN
9034;1106.93;NaN;NaN;-3.62E+00;NaN
9036;1106.68;NaN;NaN;-3.64E+00;NaN
9038;1106.44;NaN;NaN;-3.65E+00;NaN
9040;1106.19;NaN;NaN;-3.66E+00;NaN
9042;1105.95;NaN;NaN;-3.68E+00;NaN
9044;1105.71;NaN;NaN;-3.69E+00;NaN
9046;1105.46;NaN;NaN;-3.70E+00;NaN
9048;1105.22;NaN;NaN;-3.71E+00;NaN
9050;1104.97;NaN;NaN;-3.73E+00;NaN
9052;1104.73;NaN;NaN;-3.74E+00;NaN
9054;1104.48;NaN;NaN;-3.74E+00;NaN
9056;1104.24;NaN;NaN;-3.75E+00;NaN
9058;1104;NaN;NaN;-3.76E+00;NaN
9060;1103.75;NaN;NaN;-3.77E+00;NaN
9062;1103.51;NaN;NaN;-3.78E+00;NaN
9064;1103.27;NaN;NaN;-3.78E+00;NaN
9066;1103.02;NaN;NaN;-3.79E+00;NaN
9068;1102.78;NaN;NaN;-3.80E+00;NaN
9070;1102.54;NaN;NaN;-3.80E+00;NaN
9072;1102.29;NaN;NaN;-3.81E+00;NaN
9074;1102.05;NaN;NaN;-3.82E+00;NaN
9076;1101.81;NaN;NaN;-3.83E+00;NaN
9078;1101.56;NaN;NaN;-3.83E+00;NaN
9080;1101.32;NaN;NaN;-3.84E+00;NaN
9082;1101.08;NaN;NaN;-3.85E+00;NaN
9084;1100.84;NaN;NaN;-3.86E+00;NaN
9086;1100.59;NaN;NaN;-3.88E+00;NaN
9088;1100.35;NaN;NaN;-3.89E+00;NaN
9090;1100.11;NaN;NaN;-3.91E+00;NaN
9092;1099.87;NaN;NaN;-3.92E+00;NaN
9094;1099.63;NaN;NaN;-3.94E+00;NaN
9096;1099.38;NaN;NaN;-3.96E+00;NaN
9098;1099.14;NaN;NaN;-3.98E+00;NaN
9100;1098.9;NaN;NaN;-4.00E+00;NaN
9102;1098.66;NaN;NaN;-4.02E+00;NaN
9104;1098.42;NaN;NaN;-4.04E+00;NaN
9106;1098.18;NaN;NaN;-4.06E+00;NaN
9108;1097.94;NaN;NaN;-4.08E+00;NaN
9110;1097.69;NaN;NaN;-4.10E+00;NaN
9112;1097.45;NaN;NaN;-4.12E+00;NaN
9114;1097.21;NaN;NaN;-4.13E+00;NaN
9116;1096.97;NaN;NaN;-4.15E+00;NaN
9118;1096.73;NaN;NaN;-4.16E+00;NaN
9120;1096.49;NaN;NaN;-4.18E+00;NaN
9122;1096.25;NaN;NaN;-4.20E+00;NaN
9124;1096.01;NaN;NaN;-4.21E+00;NaN
9126;1095.77;NaN;NaN;-4.22E+00;NaN
9128;1095.53;NaN;NaN;-4.23E+00;NaN
9130;1095.29;NaN;NaN;-4.25E+00;NaN
9132;1095.05;NaN;NaN;-4.26E+00;NaN
9134;1094.81;NaN;NaN;-4.27E+00;NaN
9136;1094.57;NaN;NaN;-4.28E+00;NaN
9138;1094.33;NaN;NaN;-4.29E+00;NaN
9140;1094.09;NaN;NaN;-4.31E+00;NaN
9142;1093.85;NaN;NaN;-4.32E+00;NaN
9144;1093.61;NaN;NaN;-4.33E+00;NaN
9146;1093.37;NaN;NaN;-4.35E+00;NaN
9148;1093.14;NaN;NaN;-4.36E+00;NaN
9150;1092.9;NaN;NaN;-4.37E+00;NaN
9152;1092.66;NaN;NaN;-4.38E+00;NaN
9154;1092.42;NaN;NaN;-4.40E+00;NaN
9156;1092.18;NaN;NaN;-4.41E+00;NaN
9158;1091.94;NaN;NaN;-4.42E+00;NaN
9160;1091.7;NaN;NaN;-4.43E+00;NaN
9162;1091.46;NaN;NaN;-4.45E+00;NaN
9164;1091.23;NaN;NaN;-4.46E+00;NaN
9166;1090.99;NaN;NaN;-4.48E+00;NaN
9168;1090.75;NaN;NaN;-4.49E+00;NaN
9170;1090.51;NaN;NaN;-4.51E+00;NaN
9172;1090.27;NaN;NaN;-4.52E+00;NaN
9174;1090.04;NaN;NaN;-4.54E+00;NaN
9176;1089.8;NaN;NaN;-4.55E+00;NaN
9178;1089.56;NaN;NaN;-4.57E+00;NaN
9180;1089.32;NaN;NaN;-4.59E+00;NaN
9182;1089.09;NaN;NaN;-4.60E+00;NaN
9184;1088.85;NaN;NaN;-4.61E+00;NaN
9186;1088.61;NaN;NaN;-4.63E+00;NaN
9188;1088.38;NaN;NaN;-4.64E+00;NaN
9190;1088.14;NaN;NaN;-4.66E+00;NaN
9192;1087.9;NaN;NaN;-4.67E+00;NaN
9194;1087.67;NaN;NaN;-4.68E+00;NaN
9196;1087.43;NaN;NaN;-4.70E+00;NaN
9198;1087.19;NaN;NaN;-4.71E+00;NaN
9200;1086.96;NaN;NaN;-4.72E+00;NaN
9202;1086.72;NaN;NaN;-4.74E+00;NaN
9204;1086.48;NaN;NaN;-4.75E+00;NaN
9206;1086.25;NaN;NaN;-4.76E+00;NaN
9208;1086.01;NaN;NaN;-4.77E+00;NaN
9210;1085.78;NaN;NaN;-4.78E+00;NaN
9212;1085.54;NaN;NaN;-4.80E+00;NaN
9214;1085.3;NaN;NaN;-4.81E+00;NaN
9216;1085.07;NaN;NaN;-4.83E+00;NaN
9218;1084.83;NaN;NaN;-4.84E+00;NaN
9220;1084.6;NaN;NaN;-4.86E+00;NaN
9222;1084.36;NaN;NaN;-4.87E+00;NaN
9224;1084.13;NaN;NaN;-4.89E+00;NaN
9226;1083.89;NaN;NaN;-4.91E+00;NaN
9228;1083.66;NaN;NaN;-4.93E+00;NaN
9230;1083.42;NaN;NaN;-4.95E+00;NaN
9232;1083.19;NaN;NaN;-4.97E+00;NaN
9234;1082.95;NaN;NaN;-4.98E+00;NaN
9236;1082.72;NaN;NaN;-5.00E+00;NaN
9238;1082.49;NaN;NaN;-5.02E+00;NaN
9240;1082.25;NaN;NaN;-5.04E+00;NaN
9242;1082.02;NaN;NaN;-5.06E+00;NaN
9244;1081.78;NaN;NaN;-5.08E+00;NaN
9246;1081.55;NaN;NaN;-5.09E+00;NaN
9248;1081.31;NaN;NaN;-5.11E+00;NaN
9250;1081.08;NaN;NaN;-5.13E+00;NaN
9252;1080.85;NaN;NaN;-5.14E+00;NaN
9254;1080.61;NaN;NaN;-5.16E+00;NaN
9256;1080.38;NaN;NaN;-5.18E+00;NaN
9258;1080.15;NaN;NaN;-5.19E+00;NaN
9260;1079.91;NaN;NaN;-5.21E+00;NaN
9262;1079.68;NaN;NaN;-5.22E+00;NaN
9264;1079.45;NaN;NaN;-5.24E+00;NaN
9266;1079.21;NaN;NaN;-5.25E+00;NaN
9268;1078.98;NaN;NaN;-5.27E+00;NaN
9270;1078.75;NaN;NaN;-5.28E+00;NaN
9272;1078.52;NaN;NaN;-5.30E+00;NaN
9274;1078.28;NaN;NaN;-5.31E+00;NaN
9276;1078.05;NaN;NaN;-5.32E+00;NaN
9278;1077.82;NaN;NaN;-5.34E+00;NaN
9280;1077.59;NaN;NaN;-5.36E+00;NaN
9282;1077.35;NaN;NaN;-5.37E+00;NaN
9284;1077.12;NaN;NaN;-5.39E+00;NaN
9286;1076.89;NaN;NaN;-5.40E+00;NaN
9288;1076.66;NaN;NaN;-5.42E+00;NaN
9290;1076.43;NaN;NaN;-5.44E+00;NaN
9292;1076.19;NaN;NaN;-5.45E+00;NaN
9294;1075.96;NaN;NaN;-5.47E+00;NaN
9296;1075.73;NaN;NaN;-5.49E+00;NaN
9298;1075.5;NaN;NaN;-5.51E+00;NaN
9300;1075.27;NaN;NaN;-5.52E+00;NaN
9302;1075.04;NaN;NaN;-5.54E+00;NaN
9304;1074.81;NaN;NaN;-5.56E+00;NaN
9306;1074.58;NaN;NaN;-5.57E+00;NaN
9308;1074.34;NaN;NaN;-5.59E+00;NaN
9310;1074.11;NaN;NaN;-5.61E+00;NaN
9312;1073.88;NaN;NaN;-5.62E+00;NaN
9314;1073.65;NaN;NaN;-5.64E+00;NaN
9316;1073.42;NaN;NaN;-5.66E+00;NaN
9318;1073.19;NaN;NaN;-5.67E+00;NaN
9320;1072.96;NaN;NaN;-5.69E+00;NaN
9322;1072.73;NaN;NaN;-5.71E+00;NaN
9324;1072.5;NaN;NaN;-5.72E+00;NaN
9326;1072.27;NaN;NaN;-5.74E+00;NaN
9328;1072.04;NaN;NaN;-5.76E+00;NaN
9330;1071.81;NaN;NaN;-5.77E+00;NaN
9332;1071.58;NaN;NaN;-5.79E+00;NaN
9334;1071.35;NaN;NaN;-5.81E+00;NaN
9336;1071.12;NaN;NaN;-5.83E+00;NaN
9338;1070.89;NaN;NaN;-5.85E+00;NaN
9340;1070.66;NaN;NaN;-5.86E+00;NaN
9342;1070.43;NaN;NaN;-5.88E+00;NaN
9344;1070.21;NaN;NaN;-5.90E+00;NaN
9346;1069.98;NaN;NaN;-5.92E+00;NaN
9348;1069.75;NaN;NaN;-5.95E+00;NaN
