wl ap_star_avg ap_star_sd
538 0.00716480606580996 0.000311248218678167
539 0.00714812185329197 0.000295769003642987
540 0.00712944094326357 0.0002802988844415
541 0.00711304611702626 0.000265350534618992
542 0.00709024068512371 0.000250838554673309
543 0.00704992298613798 0.00023678286339634
544 0.0070027864070358 0.000223259793018538
545 0.00695590327103874 0.000210546304968748
546 0.00690499079684532 0.000198129720949059
547 0.0068492717044761 0.000186045047806639
548 0.00679984765534904 0.000174272360795904
549 0.00674952211053243 0.000162443367615247
550 0.00669122274680469 0.000150281103353047
551 0.00662357121377122 0.000137879844968599
552 0.00654734479141144 0.000125204583409048
553 0.00646319164420738 0.000112118977280683
554 0.00637830831109075 9.89913179402705e-05
555 0.00630460852896762 8.55169187439515e-05
556 0.00624347064823259 7.16015020384714e-05
557 0.00617142175879365 6.00416839242053e-05
558 0.00608781369616875 5.09738035541884e-05
559 0.00599833480352291 4.37041421420094e-05
560 0.00589107134395003 3.85373839428073e-05
561 0.00577516841221448 3.55724657887266e-05
562 0.00567409891840829 3.20127696369256e-05
563 0.00558752836880183 2.78929553238983e-05
564 0.00550976842023011 2.39067397499118e-05
565 0.00544497631199888 2.0781261928245e-05
566 0.00538400694934376 1.84175831686565e-05
567 0.00533036715649521 1.63760317863913e-05
568 0.00528439142718285 1.46219479601483e-05
569 0.00524189029065948 1.4926216007121e-05
570 0.00519870650761935 1.65616969812559e-05
571 0.00514395541955944 1.96076194221212e-05
572 0.00507413020224929 2.45036553609672e-05
573 0.00500400421598172 3.06543984028313e-05
574 0.00493776693150392 3.62889643713025e-05
575 0.00487230447178204 4.17606813409556e-05
576 0.00481850149531909 4.69903212968924e-05
577 0.00478387896811272 5.22442242054008e-05
578 0.00475366352987012 5.81177973342547e-05
579 0.00473087188368645 6.42443210213125e-05
580 0.00471861790659555 7.02704675745596e-05
581 0.00470884526245764 7.70554920170485e-05
582 0.00469403298527507 8.4333056524513e-05
583 0.0046720731478811 9.11946980974607e-05
584 0.00463994904718058 9.80071372800229e-05
585 0.00460139332560336 0.000105412797330123
586 0.00456446231928925 0.000112552425397976
587 0.00452276723363948 0.000118988124250699
588 0.00447841599582081 0.000125628358383253
589 0.00443934001916868 0.000132671035526714
590 0.00440180666125323 0.000139473734487484
591 0.00435230690075332 0.000145304554959905
592 0.0042972295322677 0.00015060139375103
593 0.00424716359601119 0.000155336675915113
594 0.00419417767864834 0.000159312493778935
595 0.00413521221301018 0.000161842231287774
596 0.00408377622041786 0.000163657786233272
597 0.00404659266701548 0.000164156042601489
598 0.00401307251258824 0.000163364573359531
599 0.00399186502879362 0.000161451206948156
600 0.0039860297828006 0.000159102557511286
601 0.0040003938245905 0.000156837597421762
602 0.00402823418801921 0.000155259440732024
603 0.00406493598842762 0.000153816018411948
604 0.00410184995415825 0.000152339501565867
605 0.00414964876080578 0.00015079324980543
606 0.00420350535838889 0.000148658292042761
607 0.00426239785447117 0.000146015614210677
608 0.00433094113371173 0.000143417285920555
609 0.00441278515856613 0.000141515231377617
610 0.00449725725343966 0.000140346090431227
611 0.00457822993607193 0.000139488814579986
612 0.00465672509889936 0.0001388624180707
613 0.00474103980376728 0.000138660743697276
614 0.00482752408822015 0.000138231866926577
615 0.0049015008528596 0.000138025498807573
616 0.00496909757994604 0.000138462686411913
617 0.00504005876771185 0.000139595249817732
618 0.00510608735431169 0.00014122934524504
619 0.00515200656270036 0.00014386042474096
620 0.00519249349227622 0.000147038777775403
621 0.00522920320540954 0.000150589480836627
622 0.00525239120386793 0.000154460713896379
623 0.00526195286901918 0.000158656301352672
624 0.0052730649779085 0.00016268079123058
625 0.00528741987451098 0.000166363956620006
626 0.00530336249645636 0.000169880721187768
627 0.00532850044483735 0.000173496558367748
628 0.00536293833828615 0.00017720764396415
629 0.00540649413347326 0.000181028471210944
630 0.00545747548642359 0.000185129266554857
631 0.00550435166113877 0.000189608040963798
632 0.00553951505652608 0.000194199321490683
633 0.00556286498824099 0.000198900227091922
634 0.005574583499613 0.000203696265043621
635 0.00557270020013122 0.000208753028570787
636 0.00556874582579402 0.000213972508035345
637 0.00556263342580006 0.00021934332110848
638 0.00555446368449387 0.000224868350231498
639 0.00554045722450301 0.000230851674425059
640 0.00552258443633837 0.000237127703553684
641 0.00549900335990065 0.000243810286370304
642 0.00546980094599118 0.000250910808877996
643 0.00543859452137945 0.000258095929426203
644 0.00540916346343793 0.000265061570760988
645 0.00538504377177561 0.000271508002577485
646 0.0053680774064918 0.000277321375841956
647 0.00537018709405264 0.000282437566541977
648 0.00538775550768862 0.00028718991480823
649 0.00542070035479371 0.000291584011011057
650 0.0054654856357589 0.000295919582236326
651 0.00553903821811415 0.000300620391059302
652 0.00562943537539334 0.000305750557015602
653 0.00575218916012072 0.000311840166108094
654 0.00590738186490231 0.000318883625627844
655 0.00611560020852627 0.000327882103395615
656 0.00635991732346263 0.000338411835976468
657 0.0066468574205423 0.000351707855596101
658 0.00696090844724104 0.000367240076276793
659 0.00731289557170586 0.000386768810358074
660 0.00768223207514861 0.000409292891830934
661 0.00806683150707613 0.000435802925983375
662 0.00846016965665752 0.000465063885375383
663 0.00887134399843138 0.000498045158567514
664 0.00928952936425068 0.000532986438434381
665 0.00969846632186786 0.000569344417270236
666 0.0101002413217761 0.000606128495703856
667 0.0104794561942543 0.000642722517150826
668 0.010827013464764 0.00067815709991198
669 0.0111184170475841 0.000710031939704161
670 0.0113699263749622 0.000738890345667774
671 0.0115568953911283 0.000763154765339167
672 0.0116947222658033 0.00078344135390477
673 0.0117675876038292 0.000797621906643218
674 0.0117883047803198 0.000807276311797001
675 0.0117393131820677 0.000809629659295721
676 0.0116452588648427 0.000806259495519034
677 0.0114895286261247 0.000795098086260853
678 0.0112879418610719 0.000778273631122715
679 0.0110344617257751 0.00075378294124162
680 0.0107466488334418 0.000724400932542183
681 0.0103985329244556 0.000687764161066976
682 0.0100067272013369 0.00064594037380225
683 0.0095743095557492 0.000598528715433306
684 0.00911899954220877 0.00054835281157593
685 0.00862984312651802 0.00049512691136638
686 0.00813281056829331 0.00044121448871966
687 0.00764315703988077 0.000387715843250729
688 0.00715780464961676 0.000335031861890555
689 0.00668386945334549 0.000285044579210282
690 0.00623230548526456 0.000238039759575907
691 0.00581665053451159 0.000195409539383799
692 0.00542164942874045 0.000156053619091484
693 0.00506638142873195 0.000120814474374933
694 0.00451365803809086 8.78100529387259e-05
695 0.00409066651825089 5.75268260548986e-05
696 0.00368956261931181 3.9049553024625e-05
697 0.00331185322585244 2.95328557323153e-05
698 0.00295857555082006 2.8134228267682e-05
699 0.00263032633351126 NA
700 0.00232729795734538 NA
701 0.00204931977225708 NA
702 0.00179590292845561 NA
703 0.00156628710873485 NA
704 0.00135948767562395 NA
705 0.00117434191654852 NA
706 0.00100955326353817 NA
707 0.000863732572789135 NA
708 0.00073543576321728 NA
709 0.000623197322801386 NA
710 0.000525559389238535 NA
711 0.000441096291046742 NA
712 0.00036843459227534 NA
713 0.000306268815597498 NA
714 0.000253373123482611 NA
715 0.000208609315468513 NA
716 0.000170931552511114 NA
717 0.000139388249121438 NA
718 0.00011312158329619 NA
719 9.13650663036783e-05 NA
720 7.34395925813564e-05 NA
721 5.87483577038992e-05 NA
722 4.67709927935652e-05 NA
723 3.7057219781564e-05 NA
724 2.92202861334241e-05 NA
725 2.29303921473418e-05 NA
726 1.79082804106493e-05 NA
727 1.39191167170404e-05 NA
728 1.07667555684433e-05 NA
729 8.28845181722115e-06 NA
730 6.35005324975332e-06 NA
731 4.84168692708687e-06 NA
732 3.67393464697118e-06 NA
733 2.77447960160014e-06 NA
734 2.08519671528201e-06 NA
735 1.55965274739221e-06 NA
736 1.16097851698697e-06 NA
737 8.60074039203987e-07 NA
738 6.3410748682074e-07 NA
739 4.65270277021855e-07 NA
740 3.39752862272709e-07 NA
741 2.46908661722029e-07 NA
742 1.7857674943614e-07 NA
743 1.2853721555765e-07 NA
744 9.20763825448983e-08 NA
745 6.56421800336528e-08 NA
746 4.65728837337282e-08 NA
747 3.28850608664487e-08 NA
748 2.31089150884595e-08 NA
749 1.61612835516444e-08 NA
750 1.1248316552095e-08 NA
751 7.79138376521283e-09 NA
752 5.3710234536838e-09 NA
753 3.6848082081046e-09 NA
754 2.51586952060752e-09 NA
755 1.70952999778672e-09 NA
756 1.1560609313478e-09 NA
757 7.78036747708682e-10 NA
758 5.21116568484937e-10 NA
759 3.47364185884004e-10 NA
760 2.30436135958585e-10 NA
761 1.52135832494045e-10 NA
762 9.99603649201287e-11 NA
763 6.53641378157011e-11 NA
764 4.25369775063598e-11 NA
765 2.75492071505845e-11 NA
766 1.77568926103381e-11 NA
767 1.13904325908760e-11 NA
768 7.27158114301953e-12 NA
769 4.61990321907303e-12 NA
770 2.92113943205178e-12 NA
771 1.83817596510348e-12 NA
772 1.15116417524869e-12 NA
773 7.17468493810232e-13 NA
774 4.45024365946757e-13 NA
775 2.74713582191216e-13 NA
776 1.68768682646499e-13 NA
777 1.03185571848489e-13 NA
778 6.27858064259431e-14 NA
779 3.80206348839244e-14 NA
780 2.29135636787986e-14 NA
781 1.37429921944051e-14 NA
782 8.20323866633761e-15 NA
783 4.87309391210566e-15 NA
784 2.88097574064561e-15 NA
785 1.69507847145384e-15 NA
786 9.9255687388886e-16 NA
787 5.78410783640528e-16 NA
788 3.35453824345361e-16 NA
789 1.93617451840871e-16 NA
790 1.11217118641487e-16 NA
791 6.35790691385998e-17 NA
792 3.61719629493174e-17 NA
793 2.04807273481268e-17 NA
794 1.15407507418777e-17 NA
795 6.4719944006204e-18 NA
796 3.61208191758952e-18 NA
797 2.0062841199614e-18 NA
798 1.10902839765899e-18 NA
799 6.10110198157022e-19 NA
800 3.3403293422115e-19 NA
